inference	item	correct	crossing	subform.id
The therapist {Comp} the insurer frustrated screamed{Conn}the therapist frustrated the insurer.	21	False	False	2
The insurer {Comp} the therapist frustrated screamed{Conn}the insurer screamed.	21	True	False	1
The insurer {Comp} the therapist frustrated screamed{Conn}the therapist frustrated the insurer.	21	True	False	2
The insurer {Comp} the therapist frustrated screamed{Conn}the therapist screamed.	21	False	False	1
The insurer {Comp} the therapist frustrated screamed{Conn}the insurer frustrated the therapist.	21	False	False	2
The shoes {Comp} the carpet destroyed shone{Conn}the shoes shone.	22	True	False	1
The shoes {Comp} the carpet destroyed shone{Conn}the carpet destroyed the shoes.	22	True	False	2
The shoes {Comp} the carpet destroyed shone{Conn}the carpet shone.	22	False	False	1
The shoes {Comp} the carpet destroyed shone{Conn}the shoes destroyed the carpet.	22	False	False	2
The carpet {Comp} the shoes destroyed shone{Conn}the carpet shone.	22	True	False	1
The carpet {Comp} the shoes destroyed shone{Conn}the shoes destroyed the carpet.	22	True	False	2
The carpet {Comp} the shoes destroyed shone{Conn}the shoes shone.	22	False	False	1
The carpet {Comp} the shoes destroyed shone{Conn}the carpet destroyed the shoes.	22	False	False	2
The shoes {Comp} the carpet destroyed deteriorated{Conn}the shoes deteriorated.	22	True	False	1
The shoes {Comp} the carpet destroyed deteriorated{Conn}the carpet destroyed the shoes.	22	True	False	2
The shoes {Comp} the carpet destroyed deteriorated{Conn}the carpet deteriorated.	22	False	False	1
The shoes {Comp} the carpet destroyed deteriorated{Conn}the shoes destroyed the carpet.	22	False	False	2
The carpet {Comp} the shoes destroyed deteriorated{Conn}the carpet deteriorated.	22	True	False	1
The carpet {Comp} the shoes destroyed deteriorated{Conn}the shoes destroyed the carpet.	22	True	False	2
The carpet {Comp} the shoes destroyed deteriorated{Conn}the shoes deteriorated.	22	False	False	1
The carpet {Comp} the shoes destroyed deteriorated{Conn}the carpet destroyed the shoes.	22	False	False	2
The principal {Comp} the student expelled smiled{Conn}the principal smiled.	23	True	False	1
The principal {Comp} the student expelled smiled{Conn}the student expelled the principal.	23	True	False	2
The principal {Comp} the student expelled smiled{Conn}the student smiled.	23	False	False	1
The principal {Comp} the student expelled smiled{Conn}the principal expelled the student.	23	False	False	2
The student {Comp} the principal expelled smiled{Conn}the student smiled.	23	True	False	1
The student {Comp} the principal expelled smiled{Conn}the principal expelled the student.	23	True	False	2
The student {Comp} the principal expelled smiled{Conn}the principal smiled.	23	False	False	1
The student {Comp} the principal expelled smiled{Conn}the student expelled the principal.	23	False	False	2
The principal {Comp} the student expelled frowned{Conn}the principal frowned.	23	True	False	1
The principal {Comp} the student expelled frowned{Conn}the student expelled the principal.	23	True	False	2
The principal {Comp} the student expelled frowned{Conn}the student frowned.	23	False	False	1
The principal {Comp} the student expelled frowned{Conn}the principal expelled the student.	23	False	False	2
The student {Comp} the principal expelled frowned{Conn}the student frowned.	23	True	False	1
The student {Comp} the principal expelled frowned{Conn}the principal expelled the student.	23	True	False	2
The student {Comp} the principal expelled frowned{Conn}the principal frowned.	23	False	False	1
The student {Comp} the principal expelled frowned{Conn}the student expelled the principal.	23	False	False	2
The river {Comp} the sea joined swelled{Conn}the river swelled.	24	True	False	1
The river {Comp} the sea joined swelled{Conn}the sea joined the river.	24	True	False	2
The river {Comp} the sea joined swelled{Conn}the sea swelled.	24	False	False	1
The river {Comp} the sea joined swelled{Conn}the river joined the sea.	24	False	False	2
The sea {Comp} the river joined swelled{Conn}the sea swelled.	24	True	False	1
The sea {Comp} the river joined swelled{Conn}the river joined the sea.	24	True	False	2
The sea {Comp} the river joined swelled{Conn}the river swelled.	24	False	False	1
The sea {Comp} the river joined swelled{Conn}the sea joined the river.	24	False	False	2
The river {Comp} the sea joined shimmered{Conn}the river shimmered.	24	True	False	1
The river {Comp} the sea joined shimmered{Conn}the sea joined the river.	24	True	False	2
The river {Comp} the sea joined shimmered{Conn}the sea shimmered.	24	False	False	1
The river {Comp} the sea joined shimmered{Conn}the river joined the sea.	24	False	False	2
The sea {Comp} the river joined shimmered{Conn}the sea shimmered.	24	True	False	1
The sea {Comp} the river joined shimmered{Conn}the river joined the sea.	24	True	False	2
The sea {Comp} the river joined shimmered{Conn}the river shimmered.	24	False	False	1
The sea {Comp} the river joined shimmered{Conn}the sea joined the river.	24	False	False	2
